SetNumber,URL,Description,Notes,DateAdded,DateRetrieved
"41578-1","http://cache.lego.com/bigdownloads/buildinginstructions/6163225.pdf","Screeno","BI 3001/24/65g MIXELS 41578 V39","2016-10-03","2017-06-28"
"41579-1","http://cache.lego.com/bigdownloads/buildinginstructions/6163226.pdf","Camsta","BI 3001/24/65g MIXELS 41579 V29","2016-10-03","2017-06-28"
"41579-1","http://cache.lego.com/bigdownloads/buildinginstructions/6163227.pdf","Camsta","BI 3001/24/65g MIXELS 41579 V39","2016-10-03","2017-06-28"
"41580-1","http://cache.lego.com/bigdownloads/buildinginstructions/6163229.pdf","Myke","BI 3001/24/65g MIXELS 41580 V29","2016-10-03","2017-06-28"
"41580-1","http://cache.lego.com/bigdownloads/buildinginstructions/6163230.pdf","Myke","BI 3001/24/65g MIXELS 41580 V39","2016-10-03","2017-06-28"
"41585-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196147.pdf","Batman™","BI 3001/32, 41585 V29","2017-03-03","2017-06-28"
"41585-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196148.pdf","Batman™","BI 3001/32, 41585 V39","2017-03-03","2017-06-28"
"41586-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196151.pdf","Batgirl™","BI 3001/32, 41586 V29","2017-03-03","2017-06-28"
"41586-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196153.pdf","Batgirl™","BI 3001/32, 41586 V39","2017-03-03","2017-06-28"
"41587-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196155.pdf","Robin™","BI 3001/32, 41587 V29","2017-03-03","2017-06-28"
"41587-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196156.pdf","Robin™","BI 3001/32, 41587 V39","2017-03-03","2017-06-28"
"41588-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196157.pdf","The Joker™","BI 3001, 48/65G, 41588 V29","2017-03-03","2017-06-28"
"41588-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196161.pdf","The Joker™","BI 3001, 48/65G, 41588 V39","2017-03-03","2017-06-28"
"41589-1","http://cache.lego.com/bigdownloads/buildinginstructions/6199824.pdf","Captain America","BI 3001/28, 65G, 41589 V29","2017-03-03","2017-06-28"
"41589-1","http://cache.lego.com/bigdownloads/buildinginstructions/6199825.pdf","Captain America","BI 3001/28, 65G, 41589 V39","2017-03-03","2017-06-28"
"41590-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196167.pdf","Iron Man","BI 3001/32, 41590 V29","2017-03-03","2017-06-28"
"41590-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196170.pdf","Iron Man","BI 3001/32, 41590 V39","2017-03-03","2017-06-28"
"41591-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196171.pdf","Black Widow","BI 3001, 48/65G, 41591 V29","2017-03-03","2017-06-28"
"41591-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196177.pdf","Black Widow","BI 3001, 48/65G, 41591 V39","2017-03-03","2017-06-28"
"41592-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196178.pdf","The Hulk","BI 3001/32, 41592 V29","2017-03-03","2017-06-28"
"41592-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196179.pdf","The Hulk","BI 3001/32, 41592 V39","2017-03-03","2017-06-28"
"41593-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196181.pdf","Captain Jack Sparrow","BI 3001/32, 41593 V29","2017-04-09","2017-06-28"
"41593-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196182.pdf","Captain Jack Sparrow","BI 3001/32, 41593 V39","2017-04-09","2017-06-28"
"41594-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196184.pdf","Captain Armando Salazar","BI 3001, 40/65G, 41594 V29","2017-04-09","2017-06-28"
"41594-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196185.pdf","Captain Armando Salazar","BI 3001, 40/65G, 41594 V39","2017-04-09","2017-06-28"
"41595-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196186.pdf","Belle","BI 3001, 48/65G, 41595 V29","2017-03-03","2017-06-28"
"41595-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196189.pdf","Belle","BI 3001, 48/65G, 41595 V39","2017-03-03","2017-06-28"
"41596-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196190.pdf","Beast","BI 3001, 40/65G, 41596 V29","2017-03-03","2017-06-28"
"41596-1","http://cache.lego.com/bigdownloads/buildinginstructions/6196191.pdf","Beast","BI 3001, 40/65G, 41596 V39","2017-03-03","2017-06-28"
"41999-1","http://cache.lego.com/bigdownloads/buildinginstructions/6066063.pdf","4x4 Crawler Exclusive Edition","BI 3019/64+4*- 41999  4/4","2013-08-02","2017-06-28"
"41999-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064368.pdf","4x4 Crawler Exclusive Edition","BI 3019/72+4*- 41999 3/4","2013-08-02","2017-06-28"
"41999-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064367.pdf","4x4 Crawler Exclusive Edition","BI 3019/76+4*- 41999 2/4","2013-08-02","2017-06-28"
"41999-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064360.pdf","4x4 Crawler Exclusive Edition","BI 3019/80+4*- 41999 1/4","2013-08-02","2017-06-28"
"42000-1","http://cache.lego.com/bigdownloads/buildinginstructions/6044016.pdf","Racer","BI 3019/52-65G-42000-3/3 vers 29","2013-03-01","2017-06-28"
"42000-1","http://cache.lego.com/bigdownloads/buildinginstructions/6044017.pdf","Racer","BI 3019/52-65G-42000-3/3 vers 39","2013-03-01","2017-06-28"
"42000-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037204.pdf","Racer","BI 3019/80+4*-42000-1/3 vers 29","2013-03-01","2017-06-28"
"42000-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037210.pdf","Racer","BI 3019/80+4*-42000-1/3 vers 39","2013-03-01","2017-06-28"
"42000-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037211.pdf","Racer","BI 3019/80+4*-42000-2/3 vers 29","2013-03-01","2017-06-28"
"42000-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037212.pdf","Racer","BI 3019/80+4*-42000-2/3 vers 39","2013-03-01","2017-06-28"
"42001-1","http://cache.lego.com/bigdownloads/buildinginstructions/6043037.pdf","Mini Off-roader","BI 3003/12-65G-42001-1/2 vers 29","2013-08-02","2017-06-28"
"42001-1","http://cache.lego.com/bigdownloads/buildinginstructions/6043039.pdf","Mini Off-roader","BI 3003/12-65G-42001-1/2 vers 39","2013-08-02","2017-06-28"
"42001-1","http://cache.lego.com/bigdownloads/buildinginstructions/6042920.pdf","Mini Off-roader","BI 3003/36--42001-2/2 vers 29","2013-08-02","2017-06-28"
"42001-1","http://cache.lego.com/bigdownloads/buildinginstructions/6042921.pdf","Mini Off-roader","BI 3003/36-42001-2/2 vers 39","2013-08-02","2017-06-28"
"42002-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033734.pdf","Hovercraft","BI 3004/40 - 42002 V29 2/2","2013-01-01","2017-06-28"
"42002-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033708.pdf","Hovercraft","BI 3004/56 - 42002 V29 1/2","2013-01-01","2017-06-28"
"42002-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033735.pdf","Hovercraft","BI 3004/40 - 42002 V39 2/2","2012-12-01","2017-06-28"
"42002-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033732.pdf","Hovercraft","BI 3004/56 - 42002 V39 1/2","2012-12-01","2017-06-28"
"42004-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033743.pdf","Mini Backhoe Loader","BI 3004/64+4-65*- 42004 V39 2/2","2012-12-01","2017-06-28"
"42004-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033738.pdf","Mini Backhoe Loader","BI 3004/68+4*- 42004 V39  1/2","2012-12-01","2017-06-28"
"42004-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033742.pdf","Mini Backhoe Loader","BI 3004/64+4-65*- 42004 V29 2/2","2013-01-01","2017-06-28"
"42004-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033736.pdf","Mini Backhoe Loader","BI 3004/68+4*- 42004 V29  1/2","2013-01-01","2017-06-28"
"42005-1","http://cache.lego.com/bigdownloads/buildinginstructions/6051286.pdf","Monster Truck","BI 3017 / 64+4 - 65/115g-42005 2/2 v29","2013-08-02","2017-06-28"
"42005-1","http://cache.lego.com/bigdownloads/buildinginstructions/6051287.pdf","Monster Truck","BI 3017 / 64+4 - 65/115g-42005 2/2 v39","2013-08-02","2017-06-28"
"42005-1","http://cache.lego.com/bigdownloads/buildinginstructions/6051282.pdf","Monster Truck","BI 3017 / 72+4 - 65/115g- 42005 -1/2 v29","2013-08-02","2017-06-28"
"42006-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037215.pdf","Excavator","BI 3016 80+4*- 42006 - 1/2 vers 29","2013-01-01","2017-06-28"
"42006-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037216.pdf","Excavator","BI 3016 80+4*- 42006 - 1/2 vers 39","2013-01-01","2017-06-28"
"42006-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037217.pdf","Excavator","BI 3016/48-65G - 42006 - 2/2 vers 29","2013-01-01","2017-06-28"
"42006-1","http://cache.lego.com/bigdownloads/buildinginstructions/6037218.pdf","Excavator","BI 3016/48-65G - 42006 - 2/2 vers 39","2013-01-01","2017-06-28"
"42007-1","http://cache.lego.com/bigdownloads/buildinginstructions/6042854.pdf","Moto Cross Bike","BI 3004 60/ - 42007 - 2/2 vers 39","2013-01-01","2017-06-28"
"42007-1","http://cache.lego.com/bigdownloads/buildinginstructions/6042852.pdf","Moto Cross Bike","BI 3004 60/42007 - 2/2 vers 29","2013-01-01","2017-06-28"
"42007-1","http://cache.lego.com/bigdownloads/buildinginstructions/6042851.pdf","Moto Cross Bike","BI 3004/76+4*-42007 - 1/2 vers 29","2013-01-01","2017-06-28"
"42007-1","http://cache.lego.com/bigdownloads/buildinginstructions/6042853.pdf","Moto Cross Bike","BI 3004/76+4*-42007 - 1/2 vers 39","2013-01-01","2017-06-28"
"42008-1","http://cache.lego.com/bigdownloads/buildinginstructions/6143638.pdf","Service Truck","BI 3019/72+4*- 42008 1/3 V29/39","2015-04-19","2017-06-28"
"42008-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070890.pdf","Service Truck","BI 3019/60+4*- 42008 2/3 V29/39","2013-08-02","2017-06-28"
"42008-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070892.pdf","Service Truck","BI 3019/64+4*- 42008 3/3 V29/39","2013-08-02","2017-06-28"
"42008-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070888.pdf","Service Truck","{No longer listed at LEGO.com}","2013-08-02","2015-04-18"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070925.pdf","Mobile Crane MK II","{No longer listed at LEGO.com}","2013-09-27","2015-03-09"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070924.pdf","Mobile Crane MK II","{No longer listed at LEGO.com}","2013-09-27","2015-03-09"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070922.pdf","Mobile Crane MK II","{No longer listed at LEGO.com}","2013-09-27","2015-03-09"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070920.pdf","Mobile Crane MK II","{No longer listed at LEGO.com}","2013-09-27","2015-03-09"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070923.pdf","Mobile Crane MK II","{No longer listed at LEGO.com}","2013-09-27","2015-03-09"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6070927.pdf","Mobile Crane MK II","{No longer listed at LEGO.com}","2013-09-27","2015-03-09"
"42009-1","http://cache.lego.com/bigdownloads/buildinginstructions/6143639.pdf","Mobile Crane MK II","BI 3019 / 424+4 / 65+200g - 42009 V29/39","2015-04-19","2017-06-28"
"42010-1","http://cache.lego.com/bigdownloads/buildinginstructions/6048631.pdf","Off-road Racer","{No longer listed at LEGO.com}","2013-01-01","2016-11-09"
"42010-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064250.pdf","Off-road Racer","BI 3004/48 - 42010 V39","2013-04-13","2017-06-28"
"42010-1","http://cache.lego.com/bigdownloads/buildinginstructions/6048634.pdf","Off-road Racer","{No longer listed at LEGO.com}","2012-12-01","2013-03-26"
"42010-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033794.pdf","Race Car","BI 3022/12-65G 42010/42011  V29","2013-06-08","2017-06-28"
"42010-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033795.pdf","Race Car","BI 3022/12-65G 42010/42011 V39","2013-06-08","2017-06-28"
"42010-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064243.pdf","Off-road Racer","BI 3004/48 - 42010 V29","2016-11-10","2017-06-28"
"42011-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064255.pdf","Race Car","BI 3004/48 - 42011  V39","2013-06-08","2017-06-28"
"42011-1","http://cache.lego.com/bigdownloads/buildinginstructions/6064253.pdf","Race Car","BI 3004/48 - 42011 V29","2013-06-08","2017-06-28"
"42011-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033748.pdf","Race Car","{No longer listed at LEGO.com}","2012-12-01","2013-03-26"
"42011-1","http://cache.lego.com/bigdownloads/buildinginstructions/6033747.pdf","Race Car","{No longer listed at LEGO.com}","2013-01-01","2013-03-26"
"42020-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073132.pdf","Twin-rotor Helicopter","BI 3003/36-42020 BOOK 1/2 V29","2014-01-02","2017-06-28"
"42020-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073136.pdf","Twin-rotor Helicopter","BI 3003/36-42020 BOOK 2/2 V29","2014-01-02","2017-06-28"
"42020-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073139.pdf","Twin-rotor Helicopter","BI 3003/36- 42020 BOOK 2/2 V39","2014-06-01","2017-06-28"
"42020-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073134.pdf","Twin-rotor Helicopter","BI 3003/36-42020 BOOK 1/2 V39","2014-06-01","2017-06-28"
"42021-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073145.pdf","Snowmobile","BI 3004/40 - 42021 BOOK 2/2 V39","2014-06-01","2017-06-28"
"42021-1","http://cache.lego.com/bigdownloads/buildinginstructions/6094171.pdf","Snowmobile","BI 3004/48 - 42021 BOOK 1/2 V39","2014-06-01","2017-06-28"
"42021-1","http://cache.lego.com/bigdownloads/buildinginstructions/6094168.pdf","Snowmobile","BI 3004/48 - 42021 BOOK 1/2 V29","2014-05-09","2017-06-28"
"42021-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073144.pdf","Snowmobile","BI 3004/40 - 42021 BOOK 2/2 V29","2014-01-02","2017-06-28"
"42022-1","http://cache.lego.com/bigdownloads/buildinginstructions/6094194.pdf","Hot Rod","BI 3018/72+4 / 65+115g-42022 BOOK2/2 V29","2014-02-03","2017-06-28"
"42022-1","http://cache.lego.com/bigdownloads/buildinginstructions/6094192.pdf","Hot Rod","BI 3018/80+4/65+115, 42022 BOOK1/2 V29","2014-02-03","2017-06-28"
"42022-1","http://cache.lego.com/bigdownloads/buildinginstructions/6094195.pdf","Hot Rod","BI 3018/72+4 /65+115g-42022 BOOK 2/2 V39","2014-06-01","2017-06-28"
"42022-1","http://cache.lego.com/bigdownloads/buildinginstructions/6094193.pdf","Hot Rod","BI 3018/80+4/65+115, 42022 BOOK1/2 V39","2014-06-01","2017-06-28"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6079641.pdf","Construction Crew","BI 3004/72+4*- 42023 BOOK 2/3 V29/V39","2014-06-01","2017-06-28"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099637.pdf","Construction Crew","BI 3017/60-65g - 42023 BOOK 1/3 V29/V39","2014-06-01","2017-06-28"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099634.pdf","Construction Crew","BI 3004 60/ 42023 BOOK 3/3 V29/V39","2014-02-16","2017-06-28"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099633.pdf","Construction Crew","BI 3017/ 60 - 65g 42023 BOOK 1/3 V29/V39","2014-02-16","2017-06-28"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6079642.pdf","Construction Crew","{No longer listed at LEGO.com}","2014-01-02","2014-01-24"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6079640.pdf","Construction Crew","BI 3004/72+4*- 42023  BOOK2/3 V29/V39","2014-01-02","2017-06-28"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073156.pdf","Construction Crew","{No longer listed at LEGO.com}","2014-01-02","2014-01-24"
"42023-1","http://cache.lego.com/bigdownloads/buildinginstructions/6079643.pdf","Construction Crew","BI 3004 60/ 42023 BOOK 3/3 V29/V39","2016-11-08","2017-06-28"
"42024-1","http://cache.lego.com/bigdownloads/buildinginstructions/6079769.pdf","Container Truck","BI 3019/80+4*- 42024  BOOK 2/2 V29/V39","2014-01-02","2017-06-28"
"42024-1","http://cache.lego.com/bigdownloads/buildinginstructions/6088814.pdf","Container Truck","BI 3019/80+4*- 42024  BOOK 1/2 V29/V39","2014-01-17","2017-06-28"
"42024-1","http://cache.lego.com/bigdownloads/buildinginstructions/6079770.pdf","Container Truck","BI 3019/80+4*-  42024  BOOK 2/2 V29/V39","2014-08-02","2017-06-28"
"42024-1","http://cache.lego.com/bigdownloads/buildinginstructions/6088815.pdf","Container Truck","BI 3019/80+4*- 42024  BOOK 1/2 V29/V39","2014-08-02","2017-06-28"
"42025-1","http://cache.lego.com/bigdownloads/buildinginstructions/6095758.pdf","Cargo Plane","BI 3019 / 224+4* - 42025 BOOK V29/V39","2014-02-09","2017-06-28"
"42025-1","http://cache.lego.com/bigdownloads/buildinginstructions/6095760.pdf","Cargo Plane","{No longer listed at LEGO.com}","2014-06-01","2014-10-14"
"42026-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099689.pdf","Black Champion Racer","BI 3004/48 - 42026 V39","2014-06-01","2017-06-28"
"42026-1","http://cache.lego.com/bigdownloads/buildinginstructions/6075283.pdf","Black Champion Racer","{No longer listed at LEGO.com}","2014-06-01","2014-06-03"
"42026-1","http://cache.lego.com/bigdownloads/buildinginstructions/6113588.pdf","Black Champion Racer","BI 3022/8-65 42026 V39","2014-06-26","2017-06-28"
"42026-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099685.pdf","Black Champion Racer","BI 3004/48 - 42026 V29 1/2","2014-02-16","2017-06-28"
"42026-1","http://cache.lego.com/bigdownloads/buildinginstructions/6096770.pdf","Black Champion Racer","{No longer listed at LEGO.com}","2014-01-17","2014-01-24"
"42026-1","http://cache.lego.com/bigdownloads/buildinginstructions/6075281.pdf","Black Champion Racer","BI 3022/8-65 42026 V29","2014-01-02","2017-06-28"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6113908.pdf","Desert Racer","BI 3022/8-65 42027 V39","2014-06-26","2017-06-28"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6113907.pdf","Desert Racer","BI 3022/8-65 42027 V29","2014-12-14","2017-06-28"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6073176.pdf","Desert Racer","{No longer listed at LEGO.com}","2014-01-02","2014-01-24"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6075276.pdf","Desert Racer","{No longer listed at LEGO.com}","2014-01-02","2014-06-03"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099750.pdf","Desert Racer","BI 3004/48 - 42027 V29","2014-02-16","2017-06-28"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6099754.pdf","Desert Racer","BI 3004/48 - 42027 V39","2014-06-01","2017-06-28"
"42027-1","http://cache.lego.com/bigdownloads/buildinginstructions/6075279.pdf","Desert Racer","{No longer listed at LEGO.com}","2014-06-01","2014-06-03"
"42028-1","http://cache.lego.com/bigdownloads/buildinginstructions/6120836.pdf","Bulldozer","BI 3017/60-65g 42028V29/39 1/4","2014-08-23","2017-06-28"
